JSM,ENDERECO,BAIRRO,CEP,TELEFONE,MUNICIPIO_JSM,UF_JSM
"20/17 - CAPELA","RUA PEDRO PAULINO, 334","CENTRO","57780000","82999321472","CAPELA","AL"
"20/19 - CHA PRETA","RUA DR CHICO TEIXEIRA,115","CENTRO","57760000","82993003931","CHA PRETA","AL"
"19/41 - MONTE ALEGRE DE SERGIPE","PRAÇA PRESIDENTE MÉDICI, NR 227","CENTRO",,"998744313","MONTE ALEGRE DE SERGIPE","SE"
"2/39 - ITAPERUNA","RUA OSWALDO ARANHA Nr 153",".CENTRO",,"22 - 38246689","ITAPERUNA","RJ"
"19/44 - NOSSA SENHORA DA GLORIA","RUA PRINCESA ISABEL, NR 301","CENTRO",,"34111818","NOSSA SENHORA DA GLORIA","SE"
"20/21 - COLONIA LEOPOLDINA","RUA 15 DE NOVEMBRO,10","CENTRO","57975000","82996595443","COLONIA LEOPOLDINA","AL"
"2/35 - ITAOCARA","PRAÇA TOLEDO PIZA, 67 Alto - ITAOCARA - RJ","CENTRO","28570000","38614529 - Ramal 216","ITAOCARA","RJ"
"19/45 - NOSSA SENHORA DAS DORES","CALÇADÃO JOÃO DOS REIS LIMA NETO S/N","CENTRO","49600000","999537381/ 79-3265-2615","NOSSA SENHORA DAS DORES","SE"
"19/53 - POCO REDONDO","AVENIDA POÇO REDONDO, NR 363","CENTRO","49810000","33371281","POCO REDONDO","SE"
"2/36 - MIRACEMA","PRACA ARY PARREIRAS, 06","CENTRO","28460000","22998210385","MIRACEMA","RJ"
"19/55 - PORTO DA FOLHA","PRAÇA PADRE MANOEL JOSÉ OLIVEIRA, NR 851","CENTRO",,"96848150","PORTO DA FOLHA","SE"
"2/38 - CAMBUCI","RUA ANTÔNIO PERAZZO, Nº 62 - ANTIGO COLÉGIO JOAO BRITO CASTRILHO","FLORESTA","28430000",,"CAMBUCI","RJ"
"19/1 - AMPARO DE SAO FRANCISCO","RUA DEPUTADO MARTINHO GUIMARÃES, Nº 12","CENTRO",,"33611062","AMPARO DE SAO FRANCISCO","SE"
"2/40 - LAJE DO MURIAE","PRACA PRIMEIRO DE MAIO, S/Nº","CENTRO",,"22-38292426","LAJE DO MURIAE","RJ"
"19/2 - AQUIDABA","TRAVESSA EDUARDO CHAVES, 64","CENTRO",,"33411600","AQUIDABA","SE"
"19/7 - BREJO GRANDE","RUA DR. ENEAS FERREIRA, 422","CENTRO",,,"BREJO GRANDE","SE"
"19/10 - CANHOBA","TRAVESSA AUGUSTO GUIMARÃES, S/Nº","CENTRO",,"33631101","CANHOBA","SE"
"19/12 - CAPELA","RUA COELHO CAMPOS, Nº 1201","CENTRO",,"32632021","CAPELA","SE"
"2/63 - PORCIUNCULA","RUA CESAR VIEIRA, 105","CENTRO",,"22 - 38421221","PORCIUNCULA","RJ"
"20/48 - MARIBONDO","RUA JOSE SAPUCAIA, 01","CENTRO",,"82999915733","MARIBONDO","AL"
"2/67 - VARRE SAI","RUA JOSE VARGAS DE FIGUEIREDO, 13/F","CENTRO","28375000","22-9 99571310","VARRE-SAI","RJ"
"19/15 - CEDRO DE SAO JOAO","AV. MANOEL DANTAS, Nº 34","CENTRO",,"33471230","CEDRO DE SAO JOAO","SE"
"2/72 - APERIBE","RUA PROFESSOR HONORIO SILVESTRE, 215/2º ANDAR","CENTRO",,"22 - 997755014 - 981115908","APERIBE","RJ"
"2/77 - SAO JOSE DE UBA","RUA ALIBABA DE SOUZA LESSA, S/Nº","LOTEAMENTO NOVA UBA",,"22999423868","SAO JOSE DE UBA","RJ"
"19/24 - GENERAL MAYNARD","PRAÇA DA MATRIZ, S/N","CENTRO",,"79999978032","GENERAL MAYNARD","SE"
"19/26 - ILHA DAS FLORES","TRAVESSA SANTO ANTONIO, Nº 202","CENTRO",,"33771000","ILHA DAS FLORES","SE"
"20/49 - MAR VERMELHO","RUA SÃO SEBASTIÃO S/N","CENTRO","57730000","82991915719","MAR VERMELHO","AL"
"20/55 - MURICI","RUA CEL ANTONIO MACHADO DIAS,S/N","CENTRO","57820000","82988344903","MURICI","AL"
"19/33 - JAPOATA","Av Padre Evencio Guimarães, 37","CENTRO",,"33481033","JAPOATA","SE"
"20/56 - NOVO LINO","RUA DO COMERCIO,  516","CENTRO",,"82991055528","NOVO LINO","AL"
"20/66 - PAULO JACINTO","RUA JOÃO CASSIANO COSTA ","CENTRO",,"82999362565","PAULO JACINTO","AL"
"2/309 - APIACA","ALAMEDA MOACYR TARDIN DE FIGUEIREDO S/N","CENTRO","29450000","(28) 35570152","APIACA","ES"
"2/333 - SAO JOSE DO CALCADO","Praça Pedro Vieira, 58","CENTRO","29470000","2835561120","SAO JOSE DO CALCADO","ES"
"2/1 - ARRAIAL DO CABO","AVENIDA LEONEL DE MOURA BRIZOLA, S/N RODOVIARIA , SALA 1","CENTRO","28930000","(22)2622-6630","ARRAIAL DO CABO","RJ"
"2/17 - NITEROI","RUA CORONEL GOMES MACHADO, 289","CENTRO",,"27173063","NITEROI","RJ"
"2/28 - CABO FRIO","RUA FLORISBELA, Nº 292","BRAGA",,,"CABO FRIO","RJ"
"2/30 - MARICA","RUA ÁLVARES DE CASTRO, 346   (PREFEITURA - FUNDOS) ","CENTRO","24900880","21-2637-4905","MARICA","RJ"
"2/78 - ARMACAO DE BUZIOS","TRAVESSA DOS PESCADORES,111 PRACA SANTOS DUMONT","CENTRO","28950000","2226235667","ARMACAO DE BUZIOS","RJ"
"2/134 - RIO DAS FLORES","RUA LEONI RAMOS, 12","CENTRO","27660000","24581115","RIO DAS FLORES","RJ"
"2/135 - VALENCA","PRACA ENGENHO PAULO DE FRONTIN, 22","CENTRO",,"(24) 24520619","VALENCA","RJ"
"2/139 - VASSOURAS","AVENIDA OCTAVIO GOMES, NR 395","CENTRO","27700000","(24) 24919015","VASSOURAS","RJ"
"2/141 - MENDES","RUA ALBERTO TORRES, LOJA 2/TERMINAL RODOVIARIO","CENTRO","26700000","(24)24651431","MENDES","RJ"
"2/142 - MIGUEL PEREIRA","RUA PREFEITO MANUEL GUILHERME BARBOSA, 375","CENTRO",,"(24)24839262","MIGUEL PEREIRA","RJ"
"2/143 - PARACAMBI","RUA JUIZ EMILIO CARMO, 50/Prefeitura de Paracambi","CENTRO",,"(21) 2683- 9107","PARACAMBI","RJ"
"6/83 - LUIZIANIA","PRACA BENEDITO CLAUDIO Nº 135","CENTRO","16340000","18-36031208/997095193","LUIZIANIA","SP"
"10/30 - GAURAMA","RUA JOÃO AMÂNDIO SPERB, 338  ","CENTRO",,"05433911200","GAURAMA","RS"
"2/363 - LARANJA DA TERRA","AVENIDA LUIS OBERMULLER FILHO, 85 - LARANJA DA TERRA-ES","CENTRO","29615000","(27) 3736-1321","LARANJA DA TERRA","ES"
"6/133 - POMPEIA","RUA JOÃO DA COSTA VIEIRA Nº 596","CENTRO","17580000","34521202","POMPEIA","SP"
"6/143 - QUATA",".RUA GENERAL MARCONDES SALGADO, 332 ",".CENTRO",,"33669500","QUATA","SP"
"10/31 - GETULIO VARGAS","AV. ENG FERMINO GIRARDELLO, 85 - DDD 54","CENTRO",,"(54) 3341 1600 R 227","GETULIO VARGAS","RS"
"6/144 - QUEIROZ","AV. JOAQUIM FERREIRA GANDRA, Nº 37","CENTRO","17590000","34581137","QUEIROZ","SP"
"10/41 - ITATIBA DO SUL","AV. ANTONILO ANGELO TOZZO, 845 - DDD 54","CENTRO",,"35281170","ITATIBA DO SUL","RS"
"2/310 - ATILIO VIVACQUA","BAIRRO NITEROI","CENTRO","29490000","35381373","ATILIO VIVACQUA","ES"
"6/145 - QUINTANA","AVENIDA SANTA AMÁLIA Nº 364","CENTRO",,"997368457","QUINTANA","SP"
"2/311 - CACHOEIRO DE ITAPEMIRIM","RUA JOAO BATISTA CALEGARIO, 161","AEROPORTO",,"2835224100","CACHOEIRO DE ITAPEMIRIM","ES"
"6/150 - RINOPOLIS","RUA SÃO LUIZ Nº 242","CENTRO",,"1835831321","RINOPOLIS","SP"
"10/42 - JACUTINGA","RUA  ANGELO FABIANE, S/NR","CENTRO",,"(54) 3368-1291 / 9602 0186","JACUTINGA","RS"
"2/314 - MUQUI","RUA PORTI FORMEL, 95","CENTRO","29480000","35541456","MUQUI","ES"
"2/320 - ANCHIETA","AVENIDA MARECHAL DEODORO DA FONSECA (CASA DO CIDADÃO)","CENTRO",,"2835362907","ANCHIETA","ES"
"10/46 - MARCELINO RAMOS","PRAÇA PADRE BASSO N. 15","CENTRO",,"(54)33721334","MARCELINO RAMOS","RS"
"2/322 - ICONHA","RUA MAJOR VIEIRA, 211 - PREDIO SECRETARIA DE AGRICULTURA","CENTRO","29280000","2835372238","ICONHA","ES"
"2/323 - ITAPEMIRIM","PRACA DOMINGOS JOSE MARTINS, S/Nº","CENTRO","29330000","35296037","ITAPEMIRIM","ES"
"10/47 - MARIANO MORO","RUA MIGUEL DETONI, 201 - DDD 54","CENTRO",,"35241188","MARIANO MORO","RS"
"10/48 - MAXIMILIANO DE ALMEIDA","AV JOSÉ BONIFÁCIO, 340","CENTRO",,"(54) 3397 1352 / 99667 4204","MAXIMILIANO DE ALMEIDA","RS"
"10/51 - PAIM FILHO","AV RIO GRANDE, 1090 - DDD 54","CENTRO",,"3531-1276- 1266- 1436-1109","PAIM FILHO","RS"
"2/324 - PIUMA","AVENIDA ISAIAS SCHERER, 45 PONTO DE REFERENCIA: EM FRENTE MOVELAR.","CENTRO","28285000","35201611","PIUMA","ES"
"10/79 - SAO VALENTIM","PRAÇA TANCREDO DE ALMEIDA NEVES, 30 - DDD 54","CENTRO",,"33731206","SAO VALENTIM","RS"
"2/326 - RIO NOVO DO SUL","RUA CAPITAO BLEY, Nº 22","CENTRO","29290000","28 3535-0140 / 9 9987-2286","RIO NOVO DO SUL","ES"
"10/83 - SEVERIANO DE ALMEIDA","RUA PRACA 12 DE ABRIL,117","CENTRO","99810000","(54) 3525 1122","SEVERIANO DE ALMEIDA","RS"
"2/335 - CASTELO","AV. NSA DA PENHA - 70-Sobre  Lanchonete  do Ponto","CENTRO",,,"CASTELO","ES"
"2/365 - VARGEM ALTA","RUA WILLIAN ROSE, 120","CENTRO",,"35281414","VARGEM ALTA","ES"
"2/366 - VENDA NOVA DO IMIGRANTE","Avenida Evandi Americo Comarela","Esplanada","29375000","28 35461188","VENDA NOVA DO IMIGRANTE","ES"
"2/370 - MARATAIZES","AV RUBENS RANGEL, 1489 - EDIFICIO ITAMARATY - 1º ANDAR","JARDIM BALNEARIO ELZA","29345000","35323565","MARATAIZES","ES"
"2/374 - BREJETUBA","AVENIDA FIRMINO TEIXEIRA GRIFFO, 230","CENTRO","29630000","37331242","BREJETUBA","ES"
"2/303 - BAIXO GUANDU","RUA FRANCISCO FERREIRA  NR 30","CENTRO",,"27-3732 8900","BAIXO GUANDU","ES"
"2/317 - PANCAS","AVENIDA ANTONIO CABALINI, NR 28","CENTRO",,"(27) 3726-1235","PANCAS","ES"
"10/91 - VIADUTOS","RUA ANASTÁCIO RIBEIRO,84 - DDD 54","CENTRO",,"5433951815 - 1800 - 1813","VIADUTOS","RS"
"2/318 - SAO GABRIEL DA PALHA","RUA 14 DE MAIO , Nº 54","GLORIA, SÃO GABRIEL DA PALHA/ES","29780000","(27) 99942-1416 e 3 727 18 11","SAO GABRIEL DA PALHA","ES"
"10/95 - AUREA","PRAÇA JOÃO PAULO II, 33","CENTRO",,"05435271141","AUREA","RS"
"10/101 - ENTRE RIOS DO SUL","AV DANILO ARLINDO LORENZI, 585","CENTRO",,"5435441221","ENTRE RIOS DO SUL","RS"
"10/106 - FAXINALZINHO","AV LIDO ARMANDO OLTRAMARI, 1225, DDD 54","CENTRO",,"35461011","FAXINALZINHO","RS"
"10/114 - SAO JOAO DA URTIGA",".Rua Sananduva 180 ,São João da Urtiga-RS ",".centro",,"(54) 3532-1048 ou 54 996123888","SAO JOAO DA URTIGA","RS"
"6/3 - ALFREDO MARCONDES","RUA OSVALDO CRUZ, 401","CENTRO","19180000","(18)32664090","ALFREDO MARCONDES","SP"
"6/6 - ALVARES MACHADO","RUA JOSE MARIA MARTINS, S/ Nº - TERMINAL RODOVIÁRIO","CENTRO","19160000","(18)32733550","ALVARES MACHADO","SP"
"10/163 - BARRA DO RIO AZUL","RUA DAS ROSAS, 268 - DDD 54","CENTRO",,"36131071","BARRA DO RIO AZUL","RS"
"6/11 - ANHUMAS","RUA PADRE JOÃO KIVILLUS ( TERMINAL RODOVIÁRIA)","CENTRO",,"1832861140","ANHUMAS","SP"
"10/164 - PONTE PRETA","Av. Severino Senhori, 299","CENTRO",,"54991965892","PONTE PRETA","RS"
"10/165 - CARLOS GOMES","AV PE ESTANISLAU HOLEINK, 689 - DDD 54","CENTRO","99825000","36134125","CARLOS GOMES","RS"
"6/45 - ESTRELA DO NORTE","RUA GETÚLIO VARGAS Nº 248","CENTRO",,"1839993920","ESTRELA DO NORTE","SP"
"6/70 - INDIANA","RUA TIRADENTES, 83","CENTRO",,"18996363421","INDIANA","SP"
"10/180 - BENJAMIN CONSTANT DO SUL","AV ERNESTO GABOARD, 984 - DDD 54","CENTRO","99650000","3613 2180","BENJAMIN CONSTANT DO SUL","RS"
"6/94 - MARTINOPOLIS","RUA JOSÉ THEODORO Nº 143","CENTRO",,"1832755101","MARTINOPOLIS","SP"
"6/103 - NARANDIBA","AVENIDA MOZARTH CHAVES RIBAS, 466","CENTRO","19220000","1839921585","NARANDIBA","SP"
"6/128 - PIRAPOZINHO","RUA JOSÉ DE ALENCAR Nª 765","CENTRO",,"18 32696600","PIRAPOZINHO","SP"
"10/246 - MACHADINHO","AV. FREI TEÓFILO, 139 - DDD 54","CENTRO",,"3551 1644","MACHADINHO","RS"
"6/138 - PRESIDENTE BERNARDES","RUA CORONEL JOSÉ SOARES MARCONDES Nº 330","CENTRO",,"1832629999","PRESIDENTE BERNARDES","SP"
"6/140 - PRESIDENTE PRUDENTE","PRAÇA DA BANDEIRA S/Nº","CENTRO",,"(18) 32215588","PRESIDENTE PRUDENTE","SP"
"10/258 - CRUZALTENSE","RUA PEDRO ALVARES CABRAL, 300 - DDD 54","CENTRO",,"3613 6032","CRUZALTENSE","RS"
"6/147 - REGENTE FEIJO","RUA BARÃO DO RIO BRANCO Nº 457","CENTRO",,"1832792988","REGENTE FEIJO","SP"
"10/263 - PAULO BENTO","RUA DA IGREJA, 189 - DDD  054","CENTRO","99718000","36130095","PAULO BENTO","RS"
"6/157 - SANDOVALINA","AVENIDA PREFEITO JOÃO BORGES FRIAS Nº 435","CENTRO",,"1832771121","SANDOVALINA","SP"
"6/165 - SANTO EXPEDITO","AVENIDA BARÃO DO RIO BRANCO Nº 472","CENTRO",,"1832671121","SANTO EXPEDITO","SP"
"10/264 - QUATRO IRMAOS","RUA IZIDORO EINSENBERG, S/NR","CENTRO",,"(054) 36141092","QUATRO IRMAOS","RS"
"6/173 - TACIBA","RUA FRANCISCO TEODORO DE SOUZA  S/NR","RODOVIÁRIA - CENTRO",,"39977352  39971211","TACIBA","SP"
"10/3 - ALEGRETE","PRAÇA GETULIO VARGAS, 409 - PREF MUNICIPAL , CX POSTAL 49  DDD 55","CENTRO",,"(055) 34214928","ALEGRETE","RS"
"10/58 - QUARAI","AV ARTIGAS 310 - PREFEITURA DE QUARAÍ","CENTRO",,"55 34231001","QUARAI","RS"
"10/64 - ROSARIO DO SUL","RUA AMARO SOUTO, 1663 - DDD 55","CENTRO",,"55-3231-3743","ROSARIO DO SUL","RS"
"2/351 - BARRA DE SAO FRANCISCO","ALAMEDA SANTA TEREZINHA, 100","VILA LANDINHA",,"(27) 3756-1960","BARRA DE SAO FRANCISCO","ES"
"12/121 - MURIAE","RUA GABRIEL DE OLIVEIRA -SN (4º ANDAR CÂMARA MUNICIPAL)","CENTRO",,"(32) 37291221","MURIAE","MG"
"12/18 - ATALEIA","RUA GOVERNADOR VALADARES, 112","CENTRO","39850000","35261465","ATALEIA","MG"
"12/35 - CARAI","RUA JOSÉ VICENTE COIMBRA, Nº 217","CENTRO",,"35311274","CARAI","MG"
"12/131 - PALMA","PÇA.GETULIO VARGAS,Nº26","CENTRO",,"(32) 34461118","PALMA","MG"
"12/40 - CARLOS CHAGAS","RUA CAPITÃO JOÃO PINTO, 193","CENTRO","39864000","36241263","CARLOS CHAGAS","MG"
"12/133 - PATROCINIO DO MURIAE","AV.SILVEIRA BRUM,Nº20","CENTRO","36860000","(32) 37261233","PATROCINIO DO MURIAE","MG"
"12/167 - SALINAS","AVENIDA FLORIPES CRISPIM, 565","PANORAMA",,"(38) 3841-1485","SALINAS","MG"
"12/138 - PEDRA DOURADA","R.GLICERIO DIAS SOARES,Nº11","CENTRO","36847000","(32) 37481002","PEDRA DOURADA","MG"
"12/74 - FREI GASPAR","RUA FRANCISCO BESSA COUTO, S/N","CENTRO","39840000","88636605","FREI GASPAR","MG"
"12/174 - BERILO","RUA ANTONIO CIRCUNCISÃO, 45","CENTRO",,"(33) 3737-1211","BERILO","MG"
"12/87 - ITAIPE","PRAÇA FREI VENCESLAU, 01","CENTRO","39815000","35321101","ITAIPE","MG"
"12/253 - STA BARBARA DO MONTE VERDE","PRAÇA BARÃO DA SANTA BÁRBARA, Nº 57","CENTRO",,"32838272","SANTA BARBARA DO MONTE VERDE","MG"
"12/214 - VIRGEM DA LAPA","AV. BRASIL, 366","CENTRO","39630000","(33) 3736-1100","VIRGEM DA LAPA","MG"
"12/101 - LADAINHA","PRAÇA FREI PEDRO, 02","CENTRO",,"(33)35241277","LADAINHA","MG"
"12/154 - RECREIO","RUA PREF.JOSE ANTONIO,Nº 126","CENTRO",,"(32) 34441344","RECREIO","MG"
"12/108 - MALACACHETA","PRAÇA MONSENHOR JORGE LOPES DE OLIVEIRA, 378","CENTRO","39690000","35141514","MALACACHETA","MG"
"12/184 - SAO FRANCISCO DO GLORIA","RUA AZARIAS VARELA DE AZEVEDO,140","CENTRO","36818000","(32) 37541158","SAO FRANCISCO DO GLORIA","MG"
"12/123 - NANUQUE",".RUA SÃO JOAO DEL REI 195",".CENTRO",,"33 999059429","NANUQUE","MG"
"12/125 - NOVO CRUZEIRO","AV JULIO CAMPOS,223","CENTRO","39820000","35331200","NOVO CRUZEIRO","MG"
"12/207 - TOMBOS","PRAÇA CORONEL QUINTÃO  - 05","CENTRO",,"(32) 37511595","TOMBOS","MG"
"12/218 - MINAS NOVAS","PRAÇA SEBASTIÃO LEME DO PRADO, 15","CENTRO",,"(33) 3764-1147","MINAS NOVAS","MG"
"12/128 - OURO VERDE DE MINAS","RUA 15 DE JANEIRO,19","CENTRO","39855000","35271213","OURO VERDE DE MINAS","MG"
"12/212 - VIEIRAS","RUA DR OLAVO TOSTES, Nº 13","CENTRO","36895000","(32) 37551000","VIEIRAS","MG"
"12/129 - PADRE PARAISO","RUA PREFEITO ORLANDO TAVARES, 42","CENTRO",,"35341229","PADRE PARAISO","MG"
"12/238 - ROSARIO DE LIMEIRA","PRAÇA NOSSSA SENHORA DE FÁTIMA - 232","CENTRO",,"(32) 37231263","ROSARIO DA LIMEIRA","MG"
"12/135 - PAVAO","RUA GETÚLIO VARGAS, 123","CENTRO",,"35351220","PAVAO","MG"
"12/219 - CHAPADA DO NORTE","PRAÇA ALVORADA, 45-A","CENTRO","39648000","(33) 3739-1159","CHAPADA DO NORTE","MG"
"12/149 - POTE","AV. GETÚLIO VARGAS, 306 POTE MG.","CENTRO",,"33987017321","POTE","MG"
"12/197 - SERRA DOS AIMORES","PRAÇA PÉRICLES GONÇALVES, 09","CENTRO","39868000","88025513","SERRA DOS AIMORES","MG"
"12/259 - FERVEDOURO","RUA TEREZINHA ASSEF 12","CENTRO",,"(32) 37421191","FERVEDOURO","MG"
"12/205 - TEOFILO OTONI","RUA  DR JOAO ANTONIO, 100 SALA 02","CENTRO",,"33987077627","TEOFILO OTONI","MG"
"12/33 - CAPELA NOVA","R.LOPES DE ASSIS, 09","CENTRO","36290000","(31) 3727-1396","CAPELA NOVA","MG"
"12/239 - NOVO ORIENTE DE MINAS","RUA JOSÉ PIMENTA DE ARAUJO, 176","CENTRO","39817000","35328007","NOVO ORIENTE DE MINAS","MG"
"12/240 - SETUBINHA","RUA CAROLINA BARBOSA, 83","CENTRO","39866000","88219334","SETUBINHA","MG"
"12/230 - JENIPAPO DE MINAS","RUA MONTES CLAROS, 777","LAGOINHA","39645000","(33) 3738-9030","JENIPAPO DE MINAS","MG"
"12/256 - FRANCISCOPOLIS","AV PRESIDENTE KENNEDY, 67","CENTRO","39695000","35148000","FRANCISCOPOLIS","MG"
"12/231 - LEME DO PRADO","AV. SÃO GERALDO, 259","GABRIEL PEREIRA","39655000","(33) 3764-8000","LEME DO PRADO","MG"
"12/232 - VEREDINHA","RUA JUSCELINO KUBTISCHEK Nº 39","INDEPENDÊNCIA",,"(38) 3527-9395","VEREDINHA","MG"
"12/244 - PONTO DOS VOLANTES","PRAÇA SINVAL DE CHAGAS MELO, 100-B","CENTRO","39615000","(33) 3733-8000","PONTO DOS VOLANTES","MG"
"12/257 - CURRAL DE DENTRO","AV.JOÃO ALVES GOMES, 44","CENTRO","39569000","(38) 3845-9419","CURRAL DE DENTRO","MG"
"12/258 - JOSE GONCALVES DE MINAS","RUA NATALINO LAGO DA VEIGA, 275","CENTRO","39642000","(33) 3737-8002","JOSE GONCALVES DE MINAS","MG"
"12/36 - CARANAIBA","RUA MAJOR JOSE HENRIQUE, 66","CENTRO","36428000","(31) 3725-1133","CARANAIBA","MG"
"12/37 - CARANDAI","PRAÇA BARÃO DE SANTA CECILIA, 68","CENTRO","36280000","(32) 3361-1177","CARANDAI","MG"
"12/42 - CATAS ALTAS DA NORUEGA","RUA DAS GOIABEIRAS, 129","CENTRO","36450000","(31) 3752-1260","CATAS ALTAS DA NORUEGA","MG"
"12/47 - CIPOTANEA","RUA FRANCISCO PEDROSA, 13","CENTRO",,"(32) 3348-1119","CIPOTANEA","MG"
"12/51 - CONSELHEIRO LAFAIETE","RUA RODRIGUES MAIA, 458","ANGÉLICA",,"(31) 3769-2507","CONSELHEIRO LAFAIETE","MG"
"12/56 - CRISTIANO OTONI","PRAÇA JOSÉ GOMES PEREIRA, 132","CENTRO",,"(31) 3724-1287","CRISTIANO OTONI","MG"
"12/92 - ITAVERAVA","PRAÇA JOSE DA COSTA, 109","CENTRO ",,"(31) 3757-1135","ITAVERAVA","MG"
"10/72 - SANTO CRISTO","RUA VINTE E CINCO DE JULHO, Nº 133","CENTRO",,"(55)3541-2000 / (55)99711-9722","SANTO CRISTO","RS"
"10/76 - SAO MARTINHO","AV OSVALDO DE SOUZA, 124   -  DDD 55","CENTRO",,"(55) 35331688","SAO MARTINHO","RS"
"12/103 - LAMIM","PRAÇA DO DIVINO ESPIRITO SANTO, 06","CENTRO","36455000","(31) 3754-1130","LAMIM","MG"
"12/152 - QUELUZITA","RUA PADRE GURGEL, 17","CENTRO","36424000","(31) 3722-1347 8226-4352","QUELUZITO","MG"
"10/86 - TRES DE MAIO","RUA MINAS GERAIS, 046","Centro",,"5535358656","TRES DE MAIO","RS"
"12/158 - RIO ESPERA","PRAÇA DA PIEDADE, 36","CENTRO","36460000","(31) 3753-1115","RIO ESPERA","MG"
"10/87 - TRES PASSOS","RUA SALGADO FILHO, 125","CENTRO",,"35220404","TRES PASSOS","RS"
"12/179 - SANTANA DOS MONTES","RUA JOSE TEIXEIRA DE ARAUJO, 33","CENTRO",,"(31) 3726-1125","SANTANA DOS MONTES","MG"
"10/88 - TUCUNDUVA","RUA SANTA ROSA, 520 -  DDD 55","CENTRO",,"35421022","TUCUNDUVA","RS"
"12/194 - SENHORA DE OLIVEIRA","PRAÇA SÃO SEBASTIÃO, 26","CENTRO","36470000","(31) 3755-1528","SENHORA DE OLIVEIRA","MG"
"10/89 - TUPARENDI","AV TUCUNDUVA, 617  -   DDD 55","CENTRO","98940000","35431322","TUPARENDI","RS"
"10/94 - ALEGRIA","RUA SETE DE SETEMBRO, 1171   DDD 55","CENTRO",,"35361133","ALEGRIA","RS"
"10/99 - DOUTOR MAURICIO CARDOSO","RUA BENTO GONÇALVES, 849 - CASA DA CULTURA  DDD 55","CENTRO",,"35341192","DOUTOR MAURICIO CARDOSO","RS"
"10/116 - SEDE NOVA","RUA CAMPO NOVO Nº 344","CENTRO",,"55-3526-1100 / 1160","SEDE NOVA","RS"
"18/4 - ALMADINA","Rua Filadélfia Moreira Alcântara s/nº","Centro",,"(73) 98128-3619","ALMADINA","BA"
"10/130 - PORTO MAUA","RUA URUGUAI, 155  -   DDD 55","CENTRO",,"(55) 35451146 / 9 9613 1158","PORTO MAUA","RS"
"10/131 - PORTO VERA CRUZ","AV. HUMAITÁ, 672 - DDD 55","CENTRO",,"36139150","PORTO VERA CRUZ","RS"
"10/132 - NOVO MACHADO","RUA TUPARENDI, 111 - DDD 55","CENTRO","98955000","35441133","NOVO MACHADO","RS"
"10/133 - SAO JOSE DO INHACORA","RUA FREI LEONARDO BRAUM, 50  -  DDD 55","CENTRO",,"36160249","SAO JOSE DO INHACORA","RS"
"24/79 - MONTE DAS GAMELEIRAS","RUA JOAO GOMES, 04","CENTRO","59217000","87556006","MONTE DAS GAMELEIRAS","RN"
"10/175 - ESPERANCA DO SUL","Avenida Rio Branco, 1626","Centro",,"55 36164189","ESPERANCA DO SUL","RS"
"20/2 - ANADIA",".AVENIDA FERNANDES LIMA, 57660000",".CENTRO",,"(82) 996010306 ","ANADIA","AL"
"24/83 - NOVA CRUZ","PRAÇA BARAO DO RIO BRANCO, SNR","CENTRO ADMINISTRATIVO(PRÉDIO DO ANTIGO FÓRUM)",,"987522820","NOVA CRUZ","RN"
"20/10 - BOCA DA MATA","RUA CORONEL CORREIA LIMA Nº 135","CENTRO","57680000","999489366","BOCA DA MATA","AL"
"24/91 - PASSA E FICA","PRAÇA DOUTOR LUIZ AMANCIO RAMALHO, NR80 - CEP: 59218-000","CENTRO",," 987688815/ 32882263","PASSA E FICA","RN"
"24/98 - PEDRO VELHO","RUA JOAO PESSOA, 161","CENTRO","59196000","981342944","PEDRO VELHO","RN"
"24/111 - RUY BARBOSA","RUA MANOEL NASCIMENTO, 54","CENTRO",,"(84)98877-3389","RUY BARBOSA","RN"
"24/112 - SANTA CRUZ","AVENIDA TRAIRI 100","3 A 1(CENTRAL DO CIDADÃO)",,"84-987371193","SANTA CRUZ","RN"
"24/117 - SAO BENTO DO TRAIRI","RUA THEODORICO BEZERRA 36","CENTRO",,"84 987266015","SAO BENTO DO TRAIRI","RN"
"24/123 - SAO JOSE DO CAMPESTRE","AV  GETULIO VARGAS 575","CENTRO",,"999181539","SAO JOSE DO CAMPESTRE","RN"
"20/38 - JOAQUIM GOMES","PRAÇA LAURENTINO GOMES DE BARROS, S/N","CENTRO",,"82999796262","JOAQUIM GOMES","AL"
"20/69 - PILAR","RUA DR GETÚLIO VARGAS, S/ Nº","CENTRO","57150000","82998331466","PILAR","AL"
"20/81 - SANTANA DO MUNDAU","RUA SILVESTRE PERICLES; S/N","CENTRO",,"82 98122-9229","SANTANA DO MUNDAU","AL"
"20/90 - TANQUE DARCA","RUA PADRE CÍCERO, N° 06","CENTRO","57635000","82993682268","TANQUE D'ARCA","AL"
"20/3 - ARAPIRACA","RUA SÃO FRANCISCO, 133 - CEP 57300-080","CENTRO",,"(082)3530-9315","ARAPIRACA","AL"
"20/12 - CACIMBINHAS","PRACA 19 DE SETEMBRO,101","CENTRO",,"82 991903009","CACIMBINHAS","AL"
"24/131 - SENADOR ELOI DE SOUZA","RUA MIGUEL COSTA S/N","CENTRO","59250000","88428289","SENADOR ELOI DE SOUZA","RN"
"24/129 - SAO TOME","RUA CONEGO JOSE CABRAL S/N","CENTRO",,"84-991913803","SAO TOME","RN"
